"season_number","Contestant","Age","Occupation","Hometown","contestant_urls","Blind Taste Test Score","Challenges Won","Services Won","Times as BoW/Announcer","Times Nominated","Placement","Episode Eliminated/Withdrew","Signature Dish Challenge Score"
"Season 10","Don Savage",44,"Cafeteria Chef","Houston, TX","https://hellskitchen.fandom.com/wiki/Don_Savage",NA,"1","1","0","2","15th","15 Chefs Compete","0 out of 1"
"Season 10","Briana Swanson",32,"Personal Chef","New York, NY","https://hellskitchen.fandom.com/wiki/Briana_Swanson",NA,"3","1","0","1","16th","16 Chefs Compete","1 out of 1"
"Season 10","Guy Vaknin",28,"Executive Catering Chef","New York, NY","https://hellskitchen.fandom.com/wiki/Guy_Vaknin",NA,"2","1","1","2","13th","13 Chefs Compete Part 2","0 out of 1"
"Season 10","Royce Wagner",29,"Sous Chef","Fort Lauderdale, FL","https://hellskitchen.fandom.com/wiki/Royce_Wagner",NA,"4","1","1","4","10th","10 Chefs Compete","1 out of 1"
"Season 10","Kimmie Willis",27,"Personal Chef","Memphis, TN","https://hellskitchen.fandom.com/wiki/Kimmie_Willis",NA,"6","4","1","1","8th","8 Chefs Compete","0 out of 1"
"Season 10","Christina Wilson",32,"Chef de Cuisine","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Christina_Wilson","2 out of 4","7","5","2","0","Winner",NA,"1 out of 1"
"Season 11","Gina Aloise",49,"Line Cook","Bronx, NY","https://hellskitchen.fandom.com/wiki/Gina_Aloise",NA,"1","1","0","0","19th","19 Chefs Compete","0 out of 1"
"Season 11","Ray Alongi",51,"Executive Chef","Boston, MA","https://hellskitchen.fandom.com/wiki/Raymond_Alongi",NA,"1","3","1","3","10th","10 Chefs Compete","1 out of 1"
"Season 11","Jacqueline Baldassari",27,"Roundsman","Florence, NJ","https://hellskitchen.fandom.com/wiki/Jacqueline_Baldassari",NA,"6","2","0","3","13th","13 Chefs Compete","1 out of 1"
"Season 11","Barret Beyer",35,"Head Chef","Long Island, NY","https://hellskitchen.fandom.com/wiki/Barret_Beyer",NA,"1","3","0","2","11th","12 Chefs Compete","0 out of 1"
"Season 11","Danielle Boorn",33,"Executive Chef","Atlanta, GA","https://hellskitchen.fandom.com/wiki/Danielle_Boorn",NA,"3","1","0","2","17th","17 Chefs Compete","0 out of 1"
"Season 11","Amanda Giblin",28,"Executive Chef","Orange County, NY","https://hellskitchen.fandom.com/wiki/Amanda_Giblin",NA,"7","2","1","2","12th","12 Chefs Compete","1 out of 1"
"Season 11","Nedra Harris",24,"Kitchen Manager","Detroit, MI","https://hellskitchen.fandom.com/wiki/Nedra_Harris",NA,"8","3","0","3","8th","8 Chefs Compete","1 out of 1"
"Season 11","Susan Heaton",29,"Culinary Student","Whittier, CA","https://hellskitchen.fandom.com/wiki/Susan_Heaton","1 out of 4","10","5","2","5","5th","5 Chefs Compete Part 3","0 out of 1"
"Season 11","Michael Langdon",33,"Executive Chef","Plains, PA","https://hellskitchen.fandom.com/wiki/Michael_Langdon",NA,"1","3","0","1","9th","9 Chefs Compete","1 out of 1"
"Season 11","Jessica Lewis",25,"Chef Tournant","New York, NY","https://hellskitchen.fandom.com/wiki/Jessica_Lewis",NA,"4","1","0","2","15th","15 Chefs Compete","1 out of 1"
"Season 11","Jeremy Madden",22,"Lead Cook","Los Angeles, CA","https://hellskitchen.fandom.com/wiki/Jeremy_Madden",NA,"0","1","0","2","16th","16 Chefs Compete Part 2",NA
"Season 11","Mary Poehnelt",26,"Butcher & Line Cook","Belchertown, MA","https://hellskitchen.fandom.com/wiki/Mary_Poehnelt","1 out of 4","11","5","2","4","Runner-up",NA,"0 out of 1"
"Season 11","Anthony Rodriguez",27,"Line Chef","New Orleans, LA","https://hellskitchen.fandom.com/wiki/Anthony_Rodriguez","0 out of 4","1","3","2","1","7th","7 Chefs Compete Part 2","0 out of 1"
"Season 11","Christian Rosati",38,"Line Cook & Sandwich Maker","Boston, MA","https://hellskitchen.fandom.com/wiki/Christian_Rosati",NA,"0","0","0","1","18th","19 Chefs Compete","1 out of 1"
"Season 11","Sebastian Royo",32,"Sous Chef","Brooklyn, NY","https://hellskitchen.fandom.com/wiki/Sebastian_Royo",NA,"0","0","0","1","20th","20 Chefs Compete Part 2","0 out of 1"
"Season 11","Dan Ryan",27,"Head Cook","Westchester, NY","https://hellskitchen.fandom.com/wiki/Dan_Ryan",NA,"1","2","1","3","14th","14 Chefs Compete","0 out of 1"
"Season 11","Jon Scallion",27,"Chef de Cuisine","York, PA","https://hellskitchen.fandom.com/wiki/Jon_Scallion","2 out of 4","5","4","4","0","3rd","2 Chefs Compete","1 out of 1"
"Season 11","Cyndi Stanimirov",25,"Head Chef","Queens, NY","https://hellskitchen.fandom.com/wiki/Cyndi_Stanimirov","2 out of 4","11","5","2","3","4th","4 Chefs Compete","0 out of 1"
"Season 11","Ja'Nel Witt",31,"Executive Chef","Houston, TX","https://hellskitchen.fandom.com/wiki/Ja%27Nel_Witt","3 out of 4","12","5","4","1","Winner",NA,"1 out of 1"
"Season 11","Zach Womack",34,"Head Line Cook","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Zach_Womack","4 out of 8","2","4","2","5","6th","6 Chefs Compete","0 out of 1"
"Season 12","Mike Aresta",38,"Chef Instructor","Keyport, NJ","https://hellskitchen.fandom.com/wiki/Mike_Aresta",NA,"1","0","0","2","17th","17 Chefs Compete","0 out of 1"
"Season 12","Rochelle Bergman",27,"Catering Chef","Riverside, CA","https://hellskitchen.fandom.com/wiki/Rochelle_Bergman","3 out of 4","7","5","3","2","4th","4 Chefs Compete","0 out of 1"
"Season 12","Scott Commings",36,"Executive Chef","Woodstock, IL","https://hellskitchen.fandom.com/wiki/Scott_Commings","2 out of 4","8","3","0","7","Winner",NA,"0 out of 1"
"Season 12","Michael DeMarco",29,"Line Cook","Scranton, PA","https://hellskitchen.fandom.com/wiki/Michael_DeMarco",NA,"1","0","0","5","16th","16 Chefs Compete","0 out of 1"
"Season 12","Chris Eversole",27,"Line Cook","Las Vegas, NV","https://hellskitchen.fandom.com/wiki/Chris_Eversole",NA,"2","1","1","2","14th","14 Chefs Compete","1 out of 1"
"Season 12","Melanie Finch",24,"Line Cook","Woodland Hills, CA","https://hellskitchen.fandom.com/wiki/Melanie_Finch","0 out of 4","6","6","2","0","3rd","4 Chefs Compete","1 out of 1"
"Season 12","Sandra Flores",36,"Sous Chef","Queens, NY","https://hellskitchen.fandom.com/wiki/Sandra_Flores",NA,"7","4","1","5","10th","10 Chefs Again","0 out of 1"
"Season 12","Michael Gabriel",26,"Executive Chef","Spring, TX","https://hellskitchen.fandom.com/wiki/Michael_Gabriel","1 out of 4","4","3","1","5","7th","7 Chefs Again","0 out of 1"
"Season 12","Simone Hammond",43,"Buffet Cook","Henderson, NV","https://hellskitchen.fandom.com/wiki/Simone_Hammond",NA,"2","0","0","2","18th","18 Chefs Compete","0 out of 1"
"Season 12","Ralph Johnson",28,"Chef de Partie","Boston, MA","https://hellskitchen.fandom.com/wiki/Ralph_Johnson",NA,"2","2","1","2","11th","11 Chefs Compete","1 out of 1"
"Season 12","Bev Lazo-Gonzalez",42,"Food Truck Chef","Whittier, CA","https://hellskitchen.fandom.com/wiki/Bev_Lazo-Gonzalez",NA,"5","3","0","1","13th","13 Chefs Compete","1 out of 1"
"Season 12","Richard Mancini",48,"Executive Chef","Bloomingdale, IL","https://hellskitchen.fandom.com/wiki/Richard_Mancini",NA,"5","2","3","3","9th","9 Chefs Compete","0 out of 1"
"Season 12","Gaurav Navin",34,"Executive Chef","East Stroudsburg, PA","https://hellskitchen.fandom.com/wiki/Gaurav_Navin",NA,"0","0","0","1","20th","20 Chefs Compete","0 out of 1"
"Season 12","Joy Parham-Thomas",25,"Kitchen Supervisor","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Joy_Parham-Thomas","2 out of 4","9","5","3","0","5th","5 Chefs Compete","0 out of 1"
"Season 12","Nicole Rutz",33,"Baker","Morganville, NJ","https://hellskitchen.fandom.com/wiki/Nicole_Rutz",NA,"1","0","0","1","19th","19 Chefs Compete","0 out of 1"
"Season 12","Beth Taylor",43,"Line Cook","Independence, LA","https://hellskitchen.fandom.com/wiki/Beth_Taylor",NA,"4","2","0","2","15th","15 Chefs Compete","1 out of 1"
"Season 12","Anton Testino",39,"Head Chef","Butler, NJ","https://hellskitchen.fandom.com/wiki/Anton_Testino","1 out of 4","4","3","1","2","8th","8 Chefs Compete","1 out of 1"
"Season 12","Jessica Vogel",29,"Line Cook","Sparta, NJ","https://hellskitchen.fandom.com/wiki/Jessica_Vogel",NA,"6","3","0","2","12th","11 Chefs Compete","1 out of 1"
"Season 12","Jason Zepaltas",31,"Sous Chef","Chicago, IL","https://hellskitchen.fandom.com/wiki/Jason_Zepaltas",NA,"1",NA,NA,NA,"18th","18 Chefs Compete","1 out of 1"
"Season 12","Kashia Zollicoffer",23,"Line Cook","Carthage, MS","https://hellskitchen.fandom.com/wiki/Kashia_Zollicoffer","1 out of 4","8","5","1","2","6th","6 Chefs Compete","1 out of 1"
"Season 13","Frank Bilotti",26,"Executive Chef","Staten Island, NY","https://hellskitchen.fandom.com/wiki/Frank_Bilotti",NA,"6","2","1","2","10th","11 Chefs Compete Part 2","1 out of 5"
"Season 13","Fernando Cruz",28,"Executive Chef","La Quinta, CA","https://hellskitchen.fandom.com/wiki/Fernando_Cruz","0 out of 4","4","4","1","2","8th","8 Chefs Compete","4 out of 5"
"Season 13","Sade Dancy",25,"Lead Line Cook","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Sade_Dancy","1 out of 4","4","5","2","0","3rd","4 Chefs Compete","2 out of 5"
"Season 13","JP DeDominicis",28,"Kitchen Manager","Boston, MA","https://hellskitchen.fandom.com/wiki/JP_DeDominicis",NA,"0","0","0","1","18th","18 Chefs Compete","1 out of 5"
"Season 13","Roe DiLeo",33,"Head Chef","Dallas, TX","https://hellskitchen.fandom.com/wiki/Roe_DiLeo","2 out of 5","8","4","2","6","5th","5 Chefs Compete","4 out of 5"
"Season 13","Bryant Gallaher",29,"Lead Line Cook","Virginia Beach, VA","https://hellskitchen.fandom.com/wiki/Bryant_Gallaher","3 out of 5","6","5","3","1","Runner-up",NA,"4 out of 5"
"Season 13","Denine Giordano",23,"Culinary Student","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Denine_Giordano",NA,"2","1","0","2","16th","16 Chefs Compete","3 out of 5"
"Season 13","Aaron Lhamon",28,"Lead Line Cook","Maynard, MA","https://hellskitchen.fandom.com/wiki/Aaron_Lhamon",NA,"4","4","1","3","9th","9 Chefs Compete","1 out of 5"
"Season 13","La Tasha McCutchen",33,"Kitchen Supervisor","Winter Haven, FL","https://hellskitchen.fandom.com/wiki/La_Tasha_McCutchen","1 out of 4","8","4","3","0","Winner",NA,"1 out of 5"
"Season 13","Katie McKeown",23,"Line Cook","Dallas, TX","https://hellskitchen.fandom.com/wiki/Katie_McKeown",NA,"3","2","0","2","13th","13 Chefs Compete","4 out of 5"
"Season 13","Kalen Morgenstern",32,"Sous Chef","River Oaks, TX","https://hellskitchen.fandom.com/wiki/Kalen_Morgenstern",NA,"3","2","0","2","14th","14 Chefs Compete","4 out of 5"
"Season 13","JR Robinson",29,"Private Chef","Washington, DC","https://hellskitchen.fandom.com/wiki/JR_Robinson",NA,"1","1","0","1","15th","15 Chefs Compete","3 out of 5"
"Season 13","Steve Rosenthal",34,"Executive Chef","Detroit, MI","https://hellskitchen.fandom.com/wiki/Steve_Rosenthal",NA,"4","3","0","3","11th","11 Chefs Compete Part 2","3 out of 5"
"Season 13","Jennifer Salhoff",33,"Private Chef","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Jennifer_Salhoff","0 out of 4","8","4","1","1","4th","4 Chefs Compete","2 out of 5"
"Season 13","Brian Santos",33,"Sous Chef","Boston, MA","https://hellskitchen.fandom.com/wiki/Brian_Santos","0 out of 4","5","5","2","3","6th","6 Chefs Compete","3 out of 5"
"Season 13","Ashley Sherman",29,"Lead Line Cook","Bethlehem, PA","https://hellskitchen.fandom.com/wiki/Ashley_Sherman",NA,"3","2","1","1","12th","12 Chefs Compete","3 out of 5"
"Season 13","Janai Simpson",24,"Chef de Partie","LaGrange, GA","https://hellskitchen.fandom.com/wiki/Janai_Simpson",NA,"2","1","0","1","17th","17 Chefs Compete","1 out of 5"
"Season 13","Sterling Wright",40,"Grill Chef","Nashville, TN","https://hellskitchen.fandom.com/wiki/Sterling_Wright","2 out of 4","7","3","0","4","7th","7 Chefs Compete","3 out of 5"
"Season 14","Sarah Baumert",27,"Chef Instructor","Dallas, TX","https://hellskitchen.fandom.com/wiki/Sarah_Baumert",NA,"4","2","1","3","12th","12 Chefs Compete","4 out of 5"
"Season 14","Randy Bell",45,"Line Cook","Nashville, TN","https://hellskitchen.fandom.com/wiki/Randy_Bell","1 out of 4","7","5","0","3","8th","8 Chefs Compete Again","3 out of 5"
"Season 14","Nick Peters",25,"Private Chef","Stoneham, MA","https://hellskitchen.fandom.com/wiki/Nick_Peters_Bond","1 out of 4","7","6","2","3","5th","5 Chefs Compete","3 out of 5"
"Season 14","Monique Booker",23,"Line Cook","Lynn, MA","https://hellskitchen.fandom.com/wiki/Monique_Booker",NA,"4","1","0","3","14th","14 Chefs Compete","1 out of 5"
"Season 14","Michael Dussault",38,"Senior Center Chef","Hartford, CT","https://hellskitchen.fandom.com/wiki/Michael_Dussault",NA,"1","1","0","2","16th","16 Chefs Compete","3 out of 5"
"Season 14","Meghan Gill",28,"Executive Chef","Roanoke, VA","https://hellskitchen.fandom.com/wiki/Meghan_Gill","3 out of 4","5","6","3","0","Winner",NA,"5 out of 5"
"Season 14","T Gregoire",31,"Line Cook","Atlanta, GA","https://hellskitchen.fandom.com/wiki/T_Gregoire","2 out of 4","7","4","1","0","Runner-up",NA,"5 out of 5"
"Season 14","Bret Hauser",30,"Sous Chef","Delray Beach, FL","https://hellskitchen.fandom.com/wiki/Bret_Hauser",NA,"4","4","1","0","11th","11 Chefs Compete","3 out of 5"
"Season 14","Christine Hazel",30,"Banquet Chef","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Christine_Hazel",NA,"4","3","0","4","9th","9 Chefs Compete","4 out of 5"
"Season 14","Mieka Houser",25,"Sous Chef","Olney, MD","https://hellskitchen.fandom.com/wiki/Mieka_Houser",NA,"3","1","0","1","15th","15 Chefs Compete","1 out of 5"
"Season 14","Adam Livow",31,"Amusement Park Chef","Freehold, NJ","https://hellskitchen.fandom.com/wiki/Adam_Livow",NA,"4","4","1","1","10th","11 Chefs Compete","4 out of 5"
"Season 14","Milly Medley",33,"Executive Chef","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Milly_Medley","4 out of 6","8","6","1","1","4th","4 Chefs Compete","3 out of 5"
"Season 14","Brendan Pelley",34,"Executive Chef","Bedford, MA","https://hellskitchen.fandom.com/wiki/Brendan_Pelley",NA,"2","3","0","1","13th","13 Chefs Compete","4 out of 5"
"Season 14","Alison Rivera",27,"Sous Chef","Manhattan, NY","https://hellskitchen.fandom.com/wiki/Alison_Rivera","2 out of 4","6","4","1","1","7th","7 Chefs Compete","3 out of 5"
"Season 14","Chrissa Schmerler",34,"Food Truck Chef & Owner","Bellmore, NY","https://hellskitchen.fandom.com/wiki/Chrissa_Schmerler",NA,"0","0","0","1","18th","18 Chefs Compete","1 out of 5"
"Season 14","Cameron Spagnolo",33,"Banquet Chef","Jersey City, NJ","https://hellskitchen.fandom.com/wiki/Cameron_Spagnolo",NA,"1","1","0","1","17th","17 Chefs Compete","4 out of 5"
"Season 14","Michelle Tribble",22,"Line Cook","Dallas, TX","https://hellskitchen.fandom.com/wiki/Michelle_Tribble","2 out of 4","7","4","2","3","3rd","4 Chefs Compete","4 out of 5"
"Season 14","Josh Trovato",24,"Chef de Cuisine","Brooklyn, NY","https://hellskitchen.fandom.com/wiki/Josh_Trovato","4 out of 6","8","4","1","5","6th","6 Chefs Compete","4 out of 5"
"Season 15","Kristin Barone",27,"Line Cook","Chicago, IL","https://hellskitchen.fandom.com/wiki/Kristin_Barone","3 out of 4","9","4","2","2","Runner-up",NA,"3 out of 5"
"Season 15","Jared Bobkin",28,"Line Cook","Oak Park, MI","https://hellskitchen.fandom.com/wiki/Jared_Bobkin","1 out of 4","7","5","2","4","4th","5 Chefs Compete","4 out of 5"
"Season 15","Sherkenna Buggs",30,"Personal Chef","Grand Junction, TN","https://hellskitchen.fandom.com/wiki/Sherkenna_Buggs",NA,"1","1","0","1","17th","17 Chefs Compete","2 out of 5"
"Season 15","Frank Cala",25,"Marine Chef","Brooklyn, NY","https://hellskitchen.fandom.com/wiki/Frank_Cala","0 out of 4","6","5","1","2","7th","7 Chefs Compete","3 out of 5"
"Season 15","Meese Davis",25,"College Chef","Upper Darby, PA","https://hellskitchen.fandom.com/wiki/Meese_Davis",NA,"1","1","0","3","15th","15 Chefs Compete","1 out of 5"
"Season 15","Jackie Fuchs",32,"Line Cook","Jersey City, NJ","https://hellskitchen.fandom.com/wiki/Jackie_Fuchs",NA,"5","2","1","4","8th","8 Chefs Compete","3 out of 5"
"Season 15","Chad Gelso",25,"Sous Chef","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Chad_Gelso",NA,"5","3","0","2","9th","9 Chefs Compete","4 out of 5"
"Season 15","Dannie Harrison",30,"Line Cook","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Dannie_Harrison","0 out of 4","6","4","1","2","6th","6 Chefs Compete","4 out of 5"
"Season 15","Eddie Jaskowiak",27,"Sous Chef","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Eddie_Jaskowiak",NA,"3","3","1","1","12th","12 Chefs Compete","3 out of 5"
"Season 15","Ariel Malone",26,"Country Club Chef","Hackensack, NJ","https://hellskitchen.fandom.com/wiki/Ariel_Malone","5 out of 8","7","4","3","3","Winner",NA,"3 out of 5"
"Season 15","Hassan Musselmani",24,"Catering Executive Chef","Detroit, MI","https://hellskitchen.fandom.com/wiki/Hassan_Musselmani",NA,"5","3","0","1","11th","11 Chefs Compete","4 out of 5"
"Season 15","Ashley Nickell",27,"Chef de Cuisine","Orlando, FL","https://hellskitchen.fandom.com/wiki/Ashley_Nickell","2 out of 4","7","4","1","1","3rd","3 Chefs Compete","2 out of 5"
"Season 15","Manda Palomino",30,"Sous Chef","Atlantic City, NJ","https://hellskitchen.fandom.com/wiki/Manda_Palomino","2 out of 4","5","3","3","5","5th","5 Chefs Compete","3 out of 5"
"Season 15","Mark Paras",27,"Line Cook","Anaheim, CA","https://hellskitchen.fandom.com/wiki/Mark_Paras",NA,"1","0","0","1","18th","18 Chefs Compete","1 out of 5"
"Season 15","Alan Parker",42,"Sous Chef","Lancaster, PA","https://hellskitchen.fandom.com/wiki/Alan_Parker",NA,"3","3","0","1","13th","14 Chefs Compete","1 out of 5"
"Season 15","Joe Ricci",31,"Sous Chef","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Joe_Ricci",NA,"4","4","1","2","10th","10 Chefs Again","3 out of 5"
"Season 15","Kevin Ridlon",29,"Culinary Manager","Warwick, RI","https://hellskitchen.fandom.com/wiki/Kevin_Ridlon",NA,"3","3","0","1","14th","15 Chefs Compete","1 out of 5"
"Season 15","Vanessa Soltero",33,"Airport Chef","Los Angeles, CA","https://hellskitchen.fandom.com/wiki/Vanessa_Soltero",NA,"1","1","0","1","16th","16 Chefs Compete","1 out of 5"
"Season 16","Jessica Boynton",32,"University Chef","Raleigh, NC","https://hellskitchen.fandom.com/wiki/Jessica_Boynton",NA,"2","2","0","1","16th","The Yolks on Them","1 out of 5"
"Season 16","Genaro Delillo",26,"Sous Chef","Lebanon, PA","https://hellskitchen.fandom.com/wiki/Genaro_Delillo",NA,"1","0","0","1","17th","Crepe Grand Prix","1 out of 5"
"Season 16","Paulie Giganti",34,"Executive Chef","Brooklyn, NY","https://hellskitchen.fandom.com/wiki/Paulie_Giganti","3 out of 4","7","2","2","5","4th","Playing Your Cards Right","5 out of 5"
"Season 16","Shaina Hayden",28,"Banquet Chef","Long Island, NY","https://hellskitchen.fandom.com/wiki/Shaina_Hayden","2 out of 4","4","4","1","2","10th","Dancing in the Grotto","3 out of 5"
"Season 16","Matt Hearn",27,"Sauté Chef","Los Angeles, CA","https://hellskitchen.fandom.com/wiki/Matt_Hearn","2 out of 4","6","4","1","2","9th","Dancing in the Grotto","1 out of 5"
"Season 16","Johnny McDevitt",29,"Burger Chef","Philadelphia, PA","https://hellskitchen.fandom.com/wiki/Johnny_McDevitt",NA,"4","2","2","2","12th","Dancing with the Chefs","4 out of 5"
"Season 16","Wendy Mendez",32,"Line Cook & Pastry Chef","Bronx, NY","https://hellskitchen.fandom.com/wiki/Wendy_Mendez","6 out of 10","5","4","1","5","8th","Aerial Maneuvers","2 out of 5"
"Season 16","Heidi Parent",33,"Executive Chef","Auburn, ME","https://hellskitchen.fandom.com/wiki/Heidi_Parent","2 out of 4","5","8","1","0","3rd","Tequila Shots?","4 out of 5"
"Season 16","Andrew Pearce",27,"Sous Chef","Prospect Park, PA","https://hellskitchen.fandom.com/wiki/Andrew_Pearce","2 out of 6","6","6","1","0","6th","Black Jacket Lounge","2 out of 5"
"Season 16","Kimberly Roth",34,"Sushi Chef","Ontario, NY","https://hellskitchen.fandom.com/wiki/Kimberly_Roth","3 out of 4","5","8","0","2","5th","Playing Your Cards Right","1 out of 5"
"Season 16","Kimberly-Ann Ryan",29,"Event Chef","Traverse City, MI","https://hellskitchen.fandom.com/wiki/Kimberly-Ann_Ryan","1 out of 4","7","6","2","0","Winner",NA,"5 out of 5"
"Season 16","Devin Simpson",33,"Assistant Restaurant Manager","Mount Pleasant, SC","https://hellskitchen.fandom.com/wiki/Devin_Simpson","1 out of 4","7","2","2","3","7th","Fusion Confusion","1 out of 5"
"Season 16","Aaron Smock",22,"Culinary Student","Frankenmuth, MI","https://hellskitchen.fandom.com/wiki/Aaron_Smock",NA,"3","1","0","3","14th","Walking the Plank","4 out of 5"
"Season 16","Pat Tortorello",47,"Culinary Instructor","Belleville, NJ","https://hellskitchen.fandom.com/wiki/Pat_Tortorello",NA,"0","0","0","1","18th","When the Wall Comes Tumbling Down","3 out of 5"
"Season 16","Heather Williams",26,"Sous Chef","Easton, PA","https://hellskitchen.fandom.com/wiki/Heather_Williams","3 out of 4","7","8","1","0","Runner-up",NA,"5 out of 5"
"Season 16","Koop Wynkoop",28,"Kitchen Manager","Carey, OH","https://hellskitchen.fandom.com/wiki/Koop_Wynkoop","2 out of 4","5","2","1","2","11th","Spoon Fed","4 out of 5"
"Season 16","Aziza Young",34,"Kitchen Manager","Harrisburg, PA","https://hellskitchen.fandom.com/wiki/Aziza_Young",NA,"2","4","0","1","13th","Let the Catfights Begin","2 out of 5"
"Season 16","Gia Young",31,"Catering Chef","Queens, NY","https://hellskitchen.fandom.com/wiki/Gia_Young",NA,"2","3","0","1","15th","Surf Riding & Turf Fighting","4 out of 5"
